Agency,Mode/Type of Service Status,UZA Name,Mode,TOS,Year,UPT,VRM,Organization Type,city,state,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY,rank,score,tci,jobs,trips/week,routes,transit shed (mi2),%transit,population
Peninsula Corridor Joint Powers Board,Active,"San Francisco--Oakland, CA",CR,PT,2020,4724627,5825782,Independent Public Agency or Authority of Transit Service,San Carlos,CA,513.8,3515933,3632769,425,19.011853625924,43330092.0,172893335.0,24.6563712009328,6.1793176268048,670,5.9,1.2,144392,837,5,28,0.051,28846
Southern California Regional Rail Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",CR,PT,2020,4091383,11708087,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,8341002,2291,41.6864152547224,34327384.0,278333004.0,75.1559927029295,9.26914373911137,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",HR,DO,2020,22776524,6500550,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,4.97752212860611,11040864.0,192351180.0,7.16259817326008,0.411129644838223,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",LR,DO,2020,29142425,13929065,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,6.57141451138444,13161651.0,497457985.0,13.5962145433731,0.35972611986719,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Altamont Corridor Express,Active,"Stockton, CA",CR,PT,2020,399181,621445,Independent Public Agency or Authority of Transit Service,Stockton,CA,92.46,414847,4393972,28,51.5258673376916,3829286.0,36150511.0,76.1868564251061,8.07018364671716,1169,4.6,1.3,40460,722,7,17,0.014,312413
"Valley Metro Rail, Inc.",Active,"Phoenix--Mesa--Scottsdale, AZ",LR,PT,2020,8557187,3148309,Other Publicly-Owned or Privately Chartered Corporation,Phoenix,AZ,1110.48,3976313,500031,47,7.60537861620177,6903758.0,62514344.0,6.5811597153633,0.726788943577767,665,5.9,0.7,166824,1472,4,43,0.026,1596596
Sonoma-Marin Area Rail Transit District,Active,"Santa Rosa, CA",CR,DO,2020,247989,517068,Independent Public Agency or Authority of Transit Service,Petaluma,CA,79.39,297329,744893,2596,21.7499996094354,1800747.0,30585066.0,47.7817743817753,2.81323201567258,789,5.6,1.5,19672,644,10,16,0.025,49372
King County,Active,"Seattle--Tacoma, WA",SR,DO,2021,829953,187454,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,2347800,2134,1.10239429047816,617795.0,13964269.0,9.89099082954802,0.437588582656251,95,8.3,4.9,403896,4783,19,38,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",LR,DO,2021,16051580,8169934,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,5.17189963054286,19592787.0,210004456.0,9.62637821026598,0.898112266032977,127,8.1,2.6,218492,3517,10,44,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",YR,PT,2021,88021,109182,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,7.76569244259797,74198.0,10472327.0,89.1557793650659,0.631682005091052,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Seattle,Active,"Seattle--Tacoma, WA",MG,PT,2021,666872,113263,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,753655,83,0.899999859483264,6214624.0,6327832.0,2.96388766717393,2.91086227158419,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",CR,PT,2021,734481,1592374,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,24.736999153069,5005338.0,76112396.0,43.350336123972,2.85082451896653,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",LR,DO,2021,11516117,5921192,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,6.89964679217103,32701665.0,238812404.0,8.88844042063662,1.21713443748976,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",SR,DO,2021,371932,72772,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,1.64057368421053,130825.0,12836006.0,33.7789631578947,0.344276315789474,95,8.3,4.9,403896,4783,19,38,0.214,734731
Alaska Railroad Corporation,Active,"Anchorage, AK",AR,DO,2021,166263,835578,State Government Unit or Department of Transportation,Anchorage,AK,91.69,249252,352701,266,123.89750436935,36125687.0,60628460.0,268.941064790582,160.249505398476,1459,3.9,0.4,51758,750,3,12,0.015,290674
City of Portland,Active,"Portland, OR--WA",SR,PT,2021,1802923,355345,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,1.42829244214231,576373.0,23063275.0,8.86621754977313,0.221575140903249,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Portland,Active,"Portland, OR--WA",TR,PT,2021,0,0,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,0.640000109946291,633753.0,3600335.0,3.2986956704983,0.580656599251266,127,8.1,2.6,218492,3517,10,44,0.109,641885
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",CR,PT,2021,8901241,20367685,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,21.4119267618148,112639505.0,477756069.0,20.3345511067069,4.79423270509342,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",HR,DO,2021,64040522,21828314,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,3.27426719680125,128794748.0,377944589.0,4.49772143324364,1.53271912187322,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",LR,DO,2021,24065640,5070554,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,2.32944391603797,47726099.0,197051081.0,5.32054511351991,1.28864486067863,13,9.1,7.1,732061,5983,14,68,0.306,665942
Connecticut Department of Transportation,Active,"Hartford, CT",CR,PT,2021,122054,981555,State Government Unit or Department of Transportation,Newington,CT,535.93,977158,448608,171,30.1349682189064,1261149.0,26905800.0,134.766863514102,6.3168943184721,629,6.0,1.1,0,2451,6,35,0.013,30458
Northern New England Passenger Rail Authority,Active,"Portland, ME",CR,PT,2021,283721,2400571,Independent Public Agency or Authority of Transit Service,Portland,ME,123.88,205356,1431087,3706,85.5557478019471,10425888.0,26372652.0,50.9837146900301,20.155367734053,395,6.8,2.2,66841,1506,9,23,0.026,68352
Niagara Frontier Transportation Authority,Active,"Buffalo, NY",LR,DO,2021,1890238,817055,Independent Public Agency or Authority of Transit Service,Buffalo,NY,340.5,948864,809275,336,2.63229320215109,3225831.0,29843884.0,12.0426570940541,1.30169305631832,286,7.3,2.2,132530,1661,8,39,0.092,276688
Port Authority Transit Corporation,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2021,3683090,4334618,Independent Public Agency or Authority of Transit Service,Camden,NJ,1898.19,5696125,159726,16,8.62154375756491,12879663.0,59090442.0,10.8383393711976,2.36238135738868,168,7.9,2.6,375747,2469,1,54,0.122,71799
"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2021,32254130,51909106,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,6503894,527,17.333331680888,558352169.0,1606093033.0,24.2004341812688,8.41318942191887,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2021,30059448,58299491,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,24.7227684879892,379678065.0,1315131399.0,24.4614111990785,7.062002533205,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,DO,2021,2966296,502995,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,2.47013158235255,4137375.0,30398153.0,7.28412821419705,0.991414510289936,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",LR,PT,2021,9447646,2110969,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,4.05279649171965,7191546.0,112937393.0,8.43414812540122,0.53706361200171,32,8.8,4.8,282108,5486,2,50,0.212,307355
New Jersey Transit Corporation,Active,"New York--Jersey City--Newark, NY--NJ",YR,PT,2021,1508736,1171907,Other Publicly-Owned or Privately Chartered Corporation,Newark,NJ,3248.12,19426449,10594013,5325,14.8569229946427,980435.0,37020457.0,21.0631688127848,0.557828551791315,32,8.8,4.8,282108,5486,2,50,0.212,307355
Port Authority Trans-Hudson Corporation,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2021,32073673,12631773,Independent Public Agency or Authority of Transit Service,New York,NY,3248.12,19426449,3154040,226,4.87044789168203,134086782.0,552255525.0,10.0211749072654,2.43312567162522,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Staten Island Rapid Transit Operating Authority,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2021,2776302,2349663,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,490687,59,5.88013126711032,3392049.0,70411260.0,13.5547055701508,0.65299535151799,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
MTA Long Island Rail Road,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2021,49167557,58398960,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,11170342,2967,24.2579914100085,568950760.0,2135218700.0,25.4690847358046,6.7864969133796,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Cambria County Transit Authority,Active,"Johnstown, PA",IP,DO,2021,0,0,Independent Public Agency or Authority of Transit Service,Johnstown,PA,34.7,61521,133472,688,0.170009409201208,0.0,624492.0,30.9261625315703,0.0,378,6.9,3.0,13224,1171,8,16,0.057,18422
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",CR,DO,2021,11374112,11893170,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,13.6451616803868,74014513.0,316404808.0,16.5626148935428,3.87438447317185,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2021,41312395,15938776,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,4.17585473447432,51017856.0,240404145.0,4.14658442381391,0.879975871572353,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",SR,DO,2021,8901330,2325312,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,2.67663037207986,13646744.0,83708237.0,5.80040578057152,0.945625611295335,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",IP,DO,2021,310326,13379,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.116856902122191,189701.0,1372961.0,8.32243848918901,1.14990513484188,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",LR,DO,2021,2018734,1495622,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,3.86183270680748,2997510.0,78494302.0,24.1981513120049,0.924069629146431,125,8.1,3.9,260426,4552,18,56,0.162,303843
Washington Metropolitan Area Transit Authority,Active,"Washington--Arlington, DC--VA--MD",HR,DO,2021,56026328,69234007,Independent Public Agency or Authority of Transit Service,Washington,DC,1294.51,5174759,4645915,1108,4.64860634833801,231416666.0,1483819870.0,11.7044756343657,1.82543095920609,11,9.1,5.3,545507,7528,20,47,0.329,670587
Maryland Transit Administration,Active,"Baltimore, MD",CR,PT,2021,1453713,4406497,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,27.7226052071806,21334830.0,158318593.0,46.8836941196747,6.31799225132868,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",HR,DO,2021,2021540,4716871,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,3.7869306614961,1254665.0,72377289.0,41.2149052300701,0.714463055814179,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",LR,DO,2021,2722282,3222554,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,4.48015089460818,2453871.0,39000686.0,11.3566060069565,0.714542460583807,96,8.3,3.5,255135,3787,12,53,0.148,584548
Pennsylvania Department of Transportation,Active,"Philadelphia, PA--NJ--DE--MD",CR,PT,2021,265787,1381902,State Government Unit or Department of Transportation,Harrisburg,PA,1898.19,5696125,3554425,2092,64.0720751642615,21643516.0,28334581.0,53.4360662477464,40.8174151158317,400,6.8,3.3,81287,1328,15,29,0.061,50055
Virginia Railway Express,Active,"Washington--Arlington, DC--VA--MD",CR,PT,2021,531143,2015605,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,1294.51,5174759,2415555,730,31.1655338448423,13940102.0,91445138.0,62.3666755328218,9.50731594202898,949,5.2,0.7,19953,518,5,10,0.031,42663
Transportation District Commission of Hampton Roads,Active,"Virginia Beach--Norfolk, VA",LR,DO,2021,620673,362233,Independent Public Agency or Authority of Transit Service,Hampton,VA,481.67,1451578,1150833,438,3.46411666511084,835990.0,12299924.0,16.8852018823684,1.14763797903476,1313,4.3,0.5,25708,661,3,14,0.016,137217
West Virginia University,Active,"Morgantown, WV",MG,DO,2021,840983,276578,University,Morgantown,WV,40.7,77620,60547,12,1.80630793043567,97621.0,5365216.0,3.35262509662233,0.0610015728271459,979,5.1,1.3,26165,1132,9,9,0.027,33409
District Department of Transportation,Active,"Washington--Arlington, DC--VA--MD",SR,PT,2021,286029,119191,State Government Unit or Department of Transportation,Washington,DC,1294.51,5174759,317779,24,0.989999278678539,0.0,11154578.0,17.8800811085909,0.0,11,9.1,5.3,545507,7528,20,47,0.329,670587
Chattanooga Area Regional Transportation Authority,Active,"Chattanooga, TN--GA",IP,DO,2021,433885,19730,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,291.7,398569,184086,289,0.860048664408934,3396017.0,2620302.0,5.01634335401539,6.50138316425865,2003,2.8,0.5,29469,462,3,8,0.016,184149
City of Memphis,Active,"Memphis, TN--MS--AR",SR,DO,2021,237884,68416,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,491.27,1056190,627200,254,1.21222107907511,128704.0,4556337.0,12.7038133714754,0.358847819237772,1599,3.6,0.5,45900,501,3,21,0.01,627640
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",LR,DO,2021,3035535,1512294,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,4.85352835875846,6666028.0,58948961.0,11.5936234537138,1.3110225736449,1103,4.8,0.7,131798,1128,4,27,0.031,857940
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",SR,DO,2021,131058,45330,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,1.08224979272476,0.0,4711320.0,7.79672629242936,0.0,1103,4.8,0.7,131798,1128,4,27,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",HR,DO,2021,22988471,18251994,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,7.02406728567427,43621639.0,250901225.0,8.25454242718684,1.43513316791868,247,7.5,1.9,257838,2523,10,38,0.096,494513
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",SR,DO,2021,114849,54149,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,0.734631193150624,36662.0,5707120.0,42.3420830056534,0.272001543186978,247,7.5,1.9,257838,2523,10,38,0.096,494513
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",HR,DO,2021,9708188,5301629,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,8.040946652485,14251496.0,134613928.0,10.1509192003321,1.07467174109841,67,8.5,2.7,293807,4935,11,42,0.084,441830
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",MG,DO,2021,4012036,890392,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,1.09429489488554,0.0,38169816.0,5.83092289121068,0.0,67,8.5,2.7,293807,4935,11,42,0.084,441830
Jacksonville Transportation Authority,Active,"Jacksonville, FL",MG,DO,2021,296400,101176,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,573.27,1247374,1264452,1807,0.950001168430998,0.0,8217779.0,27.434022039947,0.0,1728,3.4,0.4,38618,684,3,16,0.015,952608
Hillsborough Area Regional Transit Authority,Active,"Tampa--St. Petersburg, FL",SR,DO,2021,870776,128287,Independent Public Agency or Authority of Transit Service,Tampa,FL,968.94,2783045,1102787,418,1.33704178011689,0.0,2994370.0,2.33679751584011,0.0,1032,5.0,0.7,146486,991,4,29,0.019,383344
South Florida Regional Transportation Authority,Active,"Miami--Fort Lauderdale, FL",CR,PT,2021,2540158,3454798,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,1244.18,6077522,133588,32,28.2399999250515,12384094.0,122731578.0,32.8519704906211,3.31489171141496,689,5.9,0.6,132676,973,3,41,0.02,110991
Central Florida Commuter Rail,Active,"Orlando, FL",CR,PT,2021,743395,995384,State Government Unit or Department of Transportation,Tallahassee,FL,644.61,1853896,316086,110,16.7916442920196,2093237.0,66113166.0,65.9892382106404,2.08931326967954,1258,4.4,1.2,65783,777,5,20,0.026,191332
City of Kenosha,Active,"Kenosha, WI",SR,DO,2021,19876,16047,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,56.17,125865,99894,27,1.65000512137663,14843.0,380588.0,19.491344873502,0.760165932602684,895,5.3,1.3,23740,599,7,17,0.013,94295
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",HR,DO,2021,2420125,2389074,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,7.12999986752457,4045712.0,39722855.0,11.4397876130865,1.1651248638527,216,7.6,1.4,153684,2368,6,40,0.083,370278
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",LR,DO,2021,465123,468737,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,4.76022672867018,1040707.0,12985416.0,19.6120843420987,1.57179665706609,216,7.6,1.4,153684,2368,6,40,0.083,370278
Metro Transit,Active,"Minneapolis--St. Paul, MN",CR,PT,2021,50433,158717,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,25.717071916928,323589.0,11599868.0,119.260453400504,3.326880172724,116,8.1,2.9,329428,4192,12,50,0.11,426877
Metro Transit,Active,"Minneapolis--St. Paul, MN",LR,DO,2021,10673554,4680138,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,3.58102305295925,13117881.0,93979097.0,6.36891965806475,0.888992689225925,116,8.1,2.9,329428,4192,12,50,0.11,426877
Chicago Transit Authority,Active,"Chicago, IL--IN",HR,DO,2021,78623048,72369642,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,3224925,283,5.8484563608786,154677879.0,725296800.0,6.17551691765334,1.31699996270663,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Northern Indiana Commuter Transportation District,Active,"Chicago, IL--IN",CR,DO,2021,1024745,3821360,Independent Public Agency or Authority of Transit Service,Chesterton,IN,2337.89,8671746,1060840,1970,32.7094337571291,9450519.0,61575115.0,40.3285716344126,6.1896097550752,3280,0.0,0.0,51,3,0,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,Active,"Chicago, IL--IN",CR,DO,2021,6194063,16105095,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,8615017,3947,21.5437438388588,63629147.0,538808051.0,39.2077654519985,4.63013992990007,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Northeast Illinois Regional Commuter Railroad Corporation,Active,"Chicago, IL--IN",CR,PT,2021,7886687,16733181,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,8615017,3947,22.4734282251238,85351814.0,357801051.0,19.6101628904791,4.67791520136668,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Detroit Transportation Corporation,Active,"Detroit, MI",MG,DO,2021,0,0,Independent Public Agency or Authority of Transit Service,Detroit,MI,1284.83,3776890,92477,3,1.37999953966751,226656.0,15417695.0,25.3473784064604,0.372632575757576,482,6.5,1.1,108498,1558,6,58,0.069,637041
M-1 Rail,Active,"Detroit, MI",SR,DO,2021,105869,29692,Private-Non-Profit Corporation,Detroit,MI,1284.83,3776890,21738,6,1.62574804684795,0.0,10180307.0,10.8461407334881,0.0,482,6.5,1.1,108498,1558,6,58,0.069,637041
City of Cincinnati,Active,"Cincinnati, OH--KY",SR,PT,2021,557511,88198,"City, County or Local Government Unit or Department of Transportation",Cincinnati,OH,752.28,1686744,21692,3,1.27940358644554,0.0,5385777.0,5.2824470531925,0.0,282,7.3,2.2,182320,2686,10,46,0.066,307294
City of Milwaukee,Active,"Milwaukee, WI",SR,PT,2021,301170,74463,"City, County or Local Government Unit or Department of Transportation",Milwaukee,WI,463.68,1306795,12954,1,1.11281335638949,0.0,6470242.0,13.0858679934067,0.0,217,7.6,1.9,181382,2773,7,51,0.062,573459
City of El Paso,Active,"El Paso, TX--NM",SR,DO,2021,21107,11746,"City, County or Local Government Unit or Department of Transportation",El Paso,TX,255.88,854584,772374,234,1.67021704629278,0.0,2094214.0,23.4058385676286,0.0,1354,4.2,0.7,38335,688,5,15,0.012,656547
Fort Worth Transportation Authority,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2021,380019,2452181,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,1746.9,5732354,927285,350,15.9407401160696,1812203.0,36897485.0,56.5743144305001,2.77862142457394,1481,3.9,0.6,27240,1142,2,8,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",Active,"Houston, TX",LR,DO,2021,8977338,2596295,Independent Public Agency or Authority of Transit Service,Houston,TX,1752.69,5853575,4038849,1309,2.79437591907953,2533590.0,116651568.0,8.5330203699075,0.185331199997191,752,5.7,0.8,184921,1837,4,32,0.036,2482229
City of Galveston,Active,"Galveston--Texas City, TX",SR,DO,2021,4898,855,"City, County or Local Government Unit or Department of Transportation",Galveston,TX,108.98,191863,50307,32,1.59998695964009,11833.0,539577.0,35.1813914064028,0.771532894307883,1296,4.3,0.9,21664,297,2,8,0.006,54099
Central Oklahoma Transportation and Parking Authority,Active,"Oklahoma City, OK",SR,PT,2021,239117,152935,"City, County or Local Government Unit or Department of Transportation",Oklahoma City,OK,421.73,982276,783134,283,2.22285748246761,99023.0,7607126.0,30.1403621379611,0.392341217956337,2109,2.6,0.3,32677,373,2,8,0.005,684653
New Orleans Regional Transit Authority,Active,"New Orleans, LA",SR,DO,2021,2317262,645164,Independent Public Agency or Authority of Transit Service,New Orleans,LA,270.27,963212,390144,75,1.77000004664099,2439198.0,25503292.0,6.60832707566672,0.63203676554039,316,7.1,1.4,83640,1666,6,23,0.06,380408
Rock Region Metropolitan Transit Authority,Active,"Little Rock, AR",SR,DO,2021,22798,16089,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,267.82,461864,204618,111,1.85072882711114,0.0,1110282.0,17.0718063841565,0.0,1811,3.2,0.2,32779,302,2,9,0.014,60050
Capital Metropolitan Transportation Authority,Active,"Austin, TX",YR,PT,2021,336934,590873,Independent Public Agency or Authority of Transit Service,Austin,TX,619.62,1809888,1359922,549,15.3576830734808,1310660.0,34842819.0,72.9964656982079,2.74586128441597,838,5.4,1.0,152170,1907,5,22,0.032,943530
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2021,923633,1365162,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,16.3165597818529,3579225.0,43525590.0,38.3109353462769,3.15041008208683,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",LR,DO,2021,15469612,9063990,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,7.41878460656612,14571402.0,230401742.0,11.2416384603209,0.710960046230889,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",SR,DO,2021,134287,91353,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,1.69035650667382,116544.0,3440124.0,20.9860911153949,0.710963617286059,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Denton County Transportation Authority,Active,"Denton--Lewisville, TX",YR,PT,2021,135486,571631,Independent Public Agency or Authority of Transit Service,Lewisville,TX,150.48,429461,669186,156,14.9043754301063,334897.0,16322003.0,72.466548271805,1.48687814948831,3016,0.3,0.0,1367,56,0,0,0.007,122973
Rio Metro Regional Transit District,Active,"Albuquerque, NM",CR,PT,2021,186595,962809,Independent Public Agency or Authority of Transit Service,Albuquerque,NM,263.07,769837,982474,990,49.0510457154789,936051.0,44384260.0,81.2984895831425,1.71456125375956,1397,4.1,0.5,68453,640,3,21,0.015,543444
McKinney Avenue Transit Authority,Active,"Dallas--Fort Worth--Arlington, TX",SR,DO,2021,677694,72029,Private-Non-Profit Corporation,Dallas,TX,1746.9,5732354,19942,5,1.22968844459798,32456.0,2003265.0,5.40651448743415,0.0875939200276362,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Active,"St. Louis, MO--IL",LR,DO,2021,5884125,5650690,Independent Public Agency or Authority of Transit Service,Saint Louis,MO,910.37,2156323,1563103,558,6.62973014538118,7843139.0,102561571.0,14.8942873237702,1.13900328014932,339,7.0,1.5,163458,1809,6,40,0.071,298018
"Kansas City, City of Missouri",Active,"Kansas City, MO--KS",SR,PT,2021,1061105,122767,"City, County or Local Government Unit or Department of Transportation",Kansas City,MO,714.1,1674218,11953,2,1.47172551527,0.0,6732755.0,3.88171606574654,0.0,1391,4.1,0.8,75622,989,4,21,0.025,509575
Utah Transit Authority,Active,"Salt Lake City, UT",CR,DO,2021,2062334,4569404,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,300.42,1178533,2539272,607,28.8450655940395,4396324.0,58003120.0,15.522884317913,1.17655100063694,173,7.8,1.6,195858,2682,8,36,0.065,204659
Utah Transit Authority,Active,"Salt Lake City, UT",LR,DO,2021,8403862,6334698,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,300.42,1178533,2539272,607,4.42914567813592,10330916.0,98389429.0,8.90907591909617,0.93545532170743,173,7.8,1.6,195858,2682,8,36,0.065,204659
