Agency,Mode/Type of Service Status,UZA Name,Mode,TOS,Year,UPT,VRM,Organization Type,city,state,UZA SQ Miles,UZA Population,Service Area Population,Service Area SQ Miles,Avg Trip Length FY,Fares FY,Operating Expenses FY,Avg Cost Per Trip FY,Avg Fares Per Trip FY,rank,score,tci,jobs,trips/week,routes,transit shed (mi2),%transit,population
Port Authority Trans-Hudson Corporation,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2017,92930412,12859005,Independent Public Agency or Authority of Transit Service,New York,NY,3248.12,19426449,3154040,226,4.87044789168203,134086782.0,552255525.0,10.0211749072654,2.43312567162522,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Staten Island Rapid Transit Operating Authority,Active,"New York--Jersey City--Newark, NY--NJ",HR,DO,2017,8244129,2634342,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,490687,59,5.88013126711032,3392049.0,70411260.0,13.5547055701508,0.65299535151799,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
MTA Long Island Rail Road,Active,"New York--Jersey City--Newark, NY--NJ",CR,DO,2017,103630405,67046480,"Subsidiary Unit of a Transit Agency, Reporting Separately",New York,NY,3248.12,19426449,11170342,2967,24.2579914100085,568950760.0,2135218700.0,25.4690847358046,6.7864969133796,1,9.6,8.7,1296548,13960,19,44,0.544,8621501
Cambria County Transit Authority,Active,"Johnstown, PA",IP,DO,2017,63613,2535,Independent Public Agency or Authority of Transit Service,Johnstown,PA,34.7,61521,133472,688,0.170009409201208,0.0,624492.0,30.9261625315703,0.0,378,6.9,3.0,13224,1171,8,16,0.057,18422
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",CR,DO,2017,32893584,20090315,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,13.6451616803868,74014513.0,316404808.0,16.5626148935428,3.87438447317185,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",HR,DO,2017,93090327,16914188,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,4.17585473447432,51017856.0,240404145.0,4.14658442381391,0.879975871572353,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Southeastern Pennsylvania Transportation Authority,Active,"Philadelphia, PA--NJ--DE--MD",SR,DO,2017,25814790,3188165,Independent Public Agency or Authority of Transit Service,Philadelphia,PA,1898.19,5696125,3475337,844,2.67663037207986,13646744.0,83708237.0,5.80040578057152,0.945625611295335,16,9.1,4.6,367544,5229,12,54,0.23,1593208
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",IP,DO,2017,617322,14230,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,0.116856902122191,189701.0,1372961.0,8.32243848918901,1.14990513484188,125,8.1,3.9,260426,4552,18,56,0.162,303843
Pittsburgh Regional Transit,Active,"Pittsburgh, PA",LR,DO,2017,7751500,2167211,Independent Public Agency or Authority of Transit Service,Pittsburgh,PA,906.64,1745039,1238090,775,3.86183270680748,2997510.0,78494302.0,24.1981513120049,0.924069629146431,125,8.1,3.9,260426,4552,18,56,0.162,303843
Washington Metropolitan Area Transit Authority,Active,"Washington--Arlington, DC--VA--MD",HR,DO,2017,229855180,80559796,Independent Public Agency or Authority of Transit Service,Washington,DC,1294.51,5174759,4645915,1108,4.64860634833801,231416666.0,1483819870.0,11.7044756343657,1.82543095920609,11,9.1,5.3,545507,7528,20,47,0.329,670587
Maryland Transit Administration,Active,"Baltimore, MD",CR,PT,2017,9174765,6543123,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,27.7226052071806,21334830.0,158318593.0,46.8836941196747,6.31799225132868,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",HR,DO,2017,10247257,4891130,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,3.7869306614961,1254665.0,72377289.0,41.2149052300701,0.714463055814179,96,8.3,3.5,255135,3787,12,53,0.148,584548
Maryland Transit Administration,Active,"Baltimore, MD",LR,DO,2017,7222529,2955439,State Government Unit or Department of Transportation,Baltimore,MD,654.93,2212038,7811145,2560,4.48015089460818,2453871.0,39000686.0,11.3566060069565,0.714542460583807,96,8.3,3.5,255135,3787,12,53,0.148,584548
Pennsylvania Department of Transportation,Active,"Philadelphia, PA--NJ--DE--MD",CR,PT,2017,1509088,4210474,State Government Unit or Department of Transportation,Harrisburg,PA,1898.19,5696125,3554425,2092,64.0720751642615,21643516.0,28334581.0,53.4360662477464,40.8174151158317,400,6.8,3.3,81287,1328,15,29,0.061,50055
Virginia Railway Express,Active,"Washington--Arlington, DC--VA--MD",CR,PT,2017,4679992,2411746,Independent Public Agency or Authority of Transit Service,Woodbridge,VA,1294.51,5174759,2415555,730,31.1655338448423,13940102.0,91445138.0,62.3666755328218,9.50731594202898,949,5.2,0.7,19953,518,5,10,0.031,42663
Transportation District Commission of Hampton Roads,Active,"Virginia Beach--Norfolk, VA",LR,DO,2017,1402316,391766,Independent Public Agency or Authority of Transit Service,Hampton,VA,481.67,1451578,1150833,438,3.46411666511084,835990.0,12299924.0,16.8852018823684,1.14763797903476,1313,4.3,0.5,25708,661,3,14,0.016,137217
West Virginia University,Active,"Morgantown, WV",MG,DO,2017,2031521,659323,University,Morgantown,WV,40.7,77620,60547,12,1.80630793043567,97621.0,5365216.0,3.35262509662233,0.0610015728271459,979,5.1,1.3,26165,1132,9,9,0.027,33409
District Department of Transportation,Active,"Washington--Arlington, DC--VA--MD",SR,PT,2017,1184708,131786,State Government Unit or Department of Transportation,Washington,DC,1294.51,5174759,317779,24,0.989999278678539,0.0,11154578.0,17.8800811085909,0.0,11,9.1,5.3,545507,7528,20,47,0.329,670587
Chattanooga Area Regional Transportation Authority,Active,"Chattanooga, TN--GA",IP,DO,2017,492660,19318,"City, County or Local Government Unit or Department of Transportation",Chattanooga,TN,291.7,398569,184086,289,0.860048664408934,3396017.0,2620302.0,5.01634335401539,6.50138316425865,2003,2.8,0.5,29469,462,3,8,0.016,184149
City of Memphis,Active,"Memphis, TN--MS--AR",SR,DO,2017,0,0,"City, County or Local Government Unit or Department of Transportation",Memphis,TN,491.27,1056190,627200,254,1.21222107907511,128704.0,4556337.0,12.7038133714754,0.358847819237772,1599,3.6,0.5,45900,501,3,21,0.01,627640
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",LR,DO,2017,4816511,1020774,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,4.85352835875846,6666028.0,58948961.0,11.5936234537138,1.3110225736449,1103,4.8,0.7,131798,1128,4,27,0.031,857940
City of Charlotte North Carolina,Active,"Charlotte, NC--SC",SR,DO,2017,464008,59148,"City, County or Local Government Unit or Department of Transportation",Charlotte,NC,657.61,1379873,1329749,675,1.08224979272476,0.0,4711320.0,7.79672629242936,0.0,1103,4.8,0.7,131798,1128,4,27,0.031,857940
Metropolitan Atlanta Rapid Transit Authority,Active,"Atlanta, GA",HR,DO,2017,67410371,22373142,Independent Public Agency or Authority of Transit Service,Atlanta,GA,2553.04,5100112,1742072,605,7.02406728567427,43621639.0,250901225.0,8.25454242718684,1.43513316791868,247,7.5,1.9,257838,2523,10,38,0.096,494513
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",HR,DO,2017,19680560,7459798,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,8.040946652485,14251496.0,134613928.0,10.1509192003321,1.07467174109841,67,8.5,2.7,293807,4935,11,42,0.084,441830
County of Miami-Dade,Active,"Miami--Fort Lauderdale, FL",MG,DO,2017,9177621,1069178,"City, County or Local Government Unit or Department of Transportation",Miami,FL,1244.18,6077522,2701767,306,1.09429489488554,0.0,38169816.0,5.83092289121068,0.0,67,8.5,2.7,293807,4935,11,42,0.084,441830
Jacksonville Transportation Authority,Active,"Jacksonville, FL",MG,DO,2017,967826,157791,Independent Public Agency or Authority of Transit Service,Jacksonville,FL,573.27,1247374,1264452,1807,0.950001168430998,0.0,8217779.0,27.434022039947,0.0,1728,3.4,0.4,38618,684,3,16,0.015,952608
Hillsborough Area Regional Transit Authority,Active,"Tampa--St. Petersburg, FL",SR,DO,2017,308590,68618,Independent Public Agency or Authority of Transit Service,Tampa,FL,968.94,2783045,1102787,418,1.33704178011689,0.0,2994370.0,2.33679751584011,0.0,1032,5.0,0.7,146486,991,4,29,0.019,383344
South Florida Regional Transportation Authority,Active,"Miami--Fort Lauderdale, FL",CR,PT,2017,4287827,3557446,Independent Public Agency or Authority of Transit Service,Pompano Beach,FL,1244.18,6077522,133588,32,28.2399999250515,12384094.0,122731578.0,32.8519704906211,3.31489171141496,689,5.9,0.6,132676,973,3,41,0.02,110991
City of Atlanta,Inactive,"Atlanta, GA",SR,DO,2017,429963,57123,"City, County or Local Government Unit or Department of Transportation",Atlanta,GA,2553.04,5100112,486290,132,0.939999175210966,160794.0,5589429.0,14.406561712262,0.414441025006573,247,7.5,1.9,257838,2523,10,38,0.096,494513
Central Florida Commuter Rail,Active,"Orlando, FL",CR,PT,2017,851881,623242,State Government Unit or Department of Transportation,Tallahassee,FL,644.61,1853896,316086,110,16.7916442920196,2093237.0,66113166.0,65.9892382106404,2.08931326967954,1258,4.4,1.2,65783,777,5,20,0.026,191332
City of Kenosha,Active,"Kenosha, WI",SR,DO,2017,45120,16880,"City, County or Local Government Unit or Department of Transportation",Kenosha,WI,56.17,125865,99894,27,1.65000512137663,14843.0,380588.0,19.491344873502,0.760165932602684,895,5.3,1.3,23740,599,7,17,0.013,94295
Southwest Ohio Regional Transit Authority,Inactive,"Cincinnati, OH--KY",SR,PT,2017,578180,90133,Independent Public Agency or Authority of Transit Service,Cincinnati,OH,752.28,1686744,744901,289,1.58803932339087,364167.0,3500384.0,6.58471910788725,0.685049812638264,282,7.3,2.2,182320,2686,10,46,0.066,307294
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",HR,DO,2017,5904814,2611262,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,7.12999986752457,4045712.0,39722855.0,11.4397876130865,1.1651248638527,216,7.6,1.4,153684,2368,6,40,0.083,370278
The Greater Cleveland Regional Transit Authority,Active,"Cleveland, OH",LR,DO,2017,2114753,683720,Independent Public Agency or Authority of Transit Service,Cleveland,OH,713.81,1712178,1264817,458,4.76022672867018,1040707.0,12985416.0,19.6120843420987,1.57179665706609,216,7.6,1.4,153684,2368,6,40,0.083,370278
Metro Transit,Active,"Minneapolis--St. Paul, MN",CR,PT,2017,793798,556323,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,25.717071916928,323589.0,11599868.0,119.260453400504,3.326880172724,116,8.1,2.9,329428,4192,12,50,0.11,426877
Metro Transit,Active,"Minneapolis--St. Paul, MN",LR,DO,2017,23810995,5283542,"Subsidiary Unit of a Transit Agency, Reporting Separately",Minneapolis,MN,1014.79,2914866,1671878,465,3.58102305295925,13117881.0,93979097.0,6.36891965806475,0.888992689225925,116,8.1,2.9,329428,4192,12,50,0.11,426877
Chicago Transit Authority,Active,"Chicago, IL--IN",HR,DO,2017,230204047,73612276,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,3224925,283,5.8484563608786,154677879.0,725296800.0,6.17551691765334,1.31699996270663,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Northern Indiana Commuter Transportation District,Active,"Chicago, IL--IN",CR,DO,2017,3455842,4184136,Independent Public Agency or Authority of Transit Service,Chesterton,IN,2337.89,8671746,1060840,1970,32.7094337571291,9450519.0,61575115.0,40.3285716344126,6.1896097550752,3280,0.0,0.0,51,3,0,0,0.01,12198
Northeast Illinois Regional Commuter Railroad Corporation,Active,"Chicago, IL--IN",CR,DO,2017,70592215,43688918,Independent Public Agency or Authority of Transit Service,Chicago,IL,2337.89,8671746,8615017,3947,21.5437438388588,63629147.0,538808051.0,39.2077654519985,4.63013992990007,9,9.2,3.9,545242,6082,11,52,0.251,2723878
Detroit Transportation Corporation,Active,"Detroit, MI",MG,DO,2017,2095415,564962,Independent Public Agency or Authority of Transit Service,Detroit,MI,1284.83,3776890,92477,3,1.37999953966751,226656.0,15417695.0,25.3473784064604,0.372632575757576,482,6.5,1.1,108498,1558,6,58,0.069,637041
M-1 Rail,Inactive,"Detroit, MI",SR,PT,2017,1011376,90826,Private-Non-Profit Corporation,Detroit,MI,1284.83,3776890,21738,6,1.5,0.0,142415.0,0.319231683097297,0.0,482,6.5,1.1,108498,1558,6,58,0.069,637041
Fort Worth Transportation Authority,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2017,790106,1296456,Independent Public Agency or Authority of Transit Service,Fort Worth,TX,1746.9,5732354,927285,350,15.9407401160696,1812203.0,36897485.0,56.5743144305001,2.77862142457394,1481,3.9,0.6,27240,1142,2,8,0.006,911428
"Metropolitan Transit Authority of Harris County, Texas",Active,"Houston, TX",LR,DO,2017,18808109,3433305,Independent Public Agency or Authority of Transit Service,Houston,TX,1752.69,5853575,4038849,1309,2.79437591907953,2533590.0,116651568.0,8.5330203699075,0.185331199997191,752,5.7,0.8,184921,1837,4,32,0.036,2482229
New Orleans Regional Transit Authority,Inactive,"New Orleans, LA",SR,PT,2017,8097699,1245038,Independent Public Agency or Authority of Transit Service,New Orleans,LA,270.27,963212,390144,75,2.33000004463119,1536233.0,30111837.0,14.9325235913033,0.761821190591547,316,7.1,1.4,83640,1666,6,23,0.06,380408
Rock Region Metropolitan Transit Authority,Active,"Little Rock, AR",SR,DO,2017,95118,49861,Independent Public Agency or Authority of Transit Service,North Little Rock,AR,267.82,461864,204618,111,1.85072882711114,0.0,1110282.0,17.0718063841565,0.0,1811,3.2,0.2,32779,302,2,9,0.014,60050
Capital Metropolitan Transportation Authority,Active,"Austin, TX",YR,PT,2017,825533,298949,Independent Public Agency or Authority of Transit Service,Austin,TX,619.62,1809888,1359922,549,15.3576830734808,1310660.0,34842819.0,72.9964656982079,2.74586128441597,838,5.4,1.0,152170,1907,5,22,0.032,943530
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",CR,PT,2017,2103624,1633558,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,16.3165597818529,3579225.0,43525590.0,38.3109353462769,3.15041008208683,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",LR,DO,2017,29734739,10227595,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,7.41878460656612,14571402.0,230401742.0,11.2416384603209,0.710960046230889,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Dallas Area Rapid Transit,Active,"Dallas--Fort Worth--Arlington, TX",SR,DO,2017,160933,89513,Independent Public Agency or Authority of Transit Service,Dallas,TX,1746.9,5732354,2530800,698,1.69035650667382,116544.0,3440124.0,20.9860911153949,0.710963617286059,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Denton County Transportation Authority,Active,"Denton--Lewisville, TX",YR,PT,2017,481973,434491,Independent Public Agency or Authority of Transit Service,Lewisville,TX,150.48,429461,669186,156,14.9043754301063,334897.0,16322003.0,72.466548271805,1.48687814948831,3016,0.3,0.0,1367,56,0,0,0.007,122973
Rio Metro Regional Transit District,Active,"Albuquerque, NM",CR,PT,2017,811421,1350224,Independent Public Agency or Authority of Transit Service,Albuquerque,NM,263.07,769837,982474,990,49.0510457154789,936051.0,44384260.0,81.2984895831425,1.71456125375956,1397,4.1,0.5,68453,640,3,21,0.015,543444
McKinney Avenue Transit Authority,Active,"Dallas--Fort Worth--Arlington, TX",SR,DO,2017,613540,55102,Private-Non-Profit Corporation,Dallas,TX,1746.9,5732354,19942,5,1.22968844459798,32456.0,2003265.0,5.40651448743415,0.0875939200276362,469,6.6,1.0,177968,2075,5,26,0.03,1330798
Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Active,"St. Louis, MO--IL",LR,DO,2017,14115287,6240270,Independent Public Agency or Authority of Transit Service,Saint Louis,MO,910.37,2156323,1563103,558,6.62973014538118,7843139.0,102561571.0,14.8942873237702,1.13900328014932,339,7.0,1.5,163458,1809,6,40,0.071,298018
"Kansas City, City of Missouri",Active,"Kansas City, MO--KS",SR,PT,2017,2057323,128140,"City, County or Local Government Unit or Department of Transportation",Kansas City,MO,714.1,1674218,11953,2,1.47172551527,0.0,6732755.0,3.88171606574654,0.0,1391,4.1,0.8,75622,989,4,21,0.025,509575
Utah Transit Authority,Active,"Salt Lake City, UT",CR,DO,2017,4854099,5349524,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,300.42,1178533,2539272,607,28.8450655940395,4396324.0,58003120.0,15.522884317913,1.17655100063694,173,7.8,1.6,195858,2682,8,36,0.065,204659
Utah Transit Authority,Active,"Salt Lake City, UT",LR,DO,2017,18823578,6732768,Independent Public Agency or Authority of Transit Service,Salt Lake City,UT,300.42,1178533,2539272,607,4.42914567813592,10330916.0,98389429.0,8.90907591909617,0.93545532170743,173,7.8,1.6,195858,2682,8,36,0.065,204659
Denver Regional Transportation District,Active,"Denver--Aurora, CO",CR,PT,2017,6950256,2581113,Independent Public Agency or Authority of Transit Service,Denver,CO,644.54,2686147,3098079,2342,12.8749520077429,15844006.0,80179841.0,10.7976472717572,2.13367831646865,279,7.3,1.7,232676,2264,8,42,0.062,710800
Denver Regional Transportation District,Active,"Denver--Aurora, CO",LR,DO,2017,24645459,12602637,Independent Public Agency or Authority of Transit Service,Denver,CO,644.54,2686147,3098079,2342,6.34760577371531,11981942.0,161388757.0,12.6675213522257,0.940471374509256,279,7.3,1.7,232676,2264,8,42,0.062,710800
San Francisco Bay Area Rapid Transit District,Active,"San Francisco--Oakland, CA",HR,DO,2017,129361726,77057505,Independent Public Agency or Authority of Transit Service,Oakland,CA,513.8,3515933,867725,80,13.6762402840493,181243024.0,754188006.0,15.3779959277636,3.69556988818987,148,7.9,3.4,349171,4379,15,41,0.208,437832
San Francisco Bay Area Rapid Transit District,Active,"San Francisco--Oakland, CA",MG,PT,2017,976237,392496,Independent Public Agency or Authority of Transit Service,Oakland,CA,513.8,3515933,867725,80,3.05493193634857,2878424.0,8377661.0,18.3171923579803,6.29348049483346,148,7.9,3.4,349171,4379,15,41,0.208,437832
Santa Clara Valley Transportation Authority,Active,"San Jose, CA",LR,DO,2017,8659796,3263421,Independent Public Agency or Authority of Transit Service,San Jose,CA,285.48,1837446,1894783,346,5.35019469324392,4617615.0,122428199.0,29.5163682881098,1.1132666008809,348,7.0,1.5,150209,2424,6,33,0.037,982926
City and County of San Francisco,Active,"San Francisco--Oakland, CA",CC,DO,2017,5986181,287181,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,1.32572787583782,18813552.0,74057382.0,25.3058289865522,6.42869781086248,3,9.3,7.4,596446,9616,20,35,0.312,851036
City and County of San Francisco,Active,"San Francisco--Oakland, CA",LR,DO,2017,50491661,5554809,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,2.42455055149388,11056697.0,215714649.0,9.26557178268749,0.474917304911107,3,9.3,7.4,596446,9616,20,35,0.312,851036
City and County of San Francisco,Active,"San Francisco--Oakland, CA",SR,DO,2017,7436205,589168,"City, County or Local Government Unit or Department of Transportation",San Francisco,CA,513.8,3515933,831703,49,1.41764249345693,1612354.0,30162729.0,9.61777552306272,0.514119887352111,3,9.3,7.4,596446,9616,20,35,0.312,851036
Sacramento Regional Transit District,Active,"Sacramento, CA",LR,DO,2017,11150668,4405848,Independent Public Agency or Authority of Transit Service,Sacramento,CA,467.58,1946618,1360100,291,5.70958667430939,6792973.0,83048077.0,13.5237190844369,1.10618164704963,643,6.0,1.7,131535,1135,9,26,0.027,516615
San Diego Metropolitan Transit System,Active,"San Diego, CA",LR,DO,2017,37232998,8679817,Independent Public Agency or Authority of Transit Service,San Diego,CA,674.72,3070300,2269953,902,6.8940436414761,26664181.0,130286437.0,3.61431286507528,0.739698579868262,625,6.1,1.2,109389,1941,5,20,0.037,1384593
North County Transit District,Inactive,"San Diego, CA",CR,PT,2017,1426047,1370453,Independent Public Agency or Authority of Transit Service,Oceanside,CA,674.72,3070300,1043734,340,26.4501051988362,2392723.0,33213554.0,57.6572149736482,4.15365800309694,567,6.2,0.9,39508,992,5,24,0.024,173925
North County Transit District,Inactive,"San Diego, CA",YR,PT,2017,2570595,721754,Independent Public Agency or Authority of Transit Service,Oceanside,CA,674.72,3070300,1043734,340,7.43348068871029,1145208.0,28132125.0,21.6169992216009,0.879988996372338,567,6.2,0.9,39508,992,5,24,0.024,173925
City of Tucson,Inactive,"Tucson, AZ",SR,DO,2017,892406,197112,"City, County or Local Government Unit or Department of Transportation",Tucson,AZ,357.35,875441,788356,335,1.64999988887086,492390.0,4090872.0,4.54615082002191,0.547188766177624,774,5.6,0.9,80693,1324,5,32,0.027,537263
Peninsula Corridor Joint Powers Board,Active,"San Francisco--Oakland, CA",CR,PT,2017,17013131,7299402,Independent Public Agency or Authority of Transit Service,San Carlos,CA,513.8,3515933,3632769,425,19.011853625924,43330092.0,172893335.0,24.6563712009328,6.1793176268048,670,5.9,1.2,144392,837,5,28,0.051,28846
Southern California Regional Rail Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",CR,PT,2017,14230278,13348524,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,8341002,2291,41.6864152547224,34327384.0,278333004.0,75.1559927029295,9.26914373911137,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",HR,DO,2017,44861106,7046227,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,4.97752212860611,11040864.0,192351180.0,7.16259817326008,0.411129644838223,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Los Angeles County Metropolitan Transportation Authority,Active,"Los Angeles--Long Beach--Anaheim, CA",LR,DO,2017,67921969,17460625,Independent Public Agency or Authority of Transit Service,Los Angeles,CA,1636.83,12237376,10347626,4629,6.57141451138444,13161651.0,497457985.0,13.5962145433731,0.35972611986719,195,7.7,2.3,424333,4140,10,52,0.085,3880512
Altamont Corridor Express,Active,"Stockton, CA",CR,PT,2017,1322180,1081573,Independent Public Agency or Authority of Transit Service,Stockton,CA,92.46,414847,4393972,28,51.5258673376916,3829286.0,36150511.0,76.1868564251061,8.07018364671716,1169,4.6,1.3,40460,722,7,17,0.014,312413
"Valley Metro Rail, Inc.",Active,"Phoenix--Mesa--Scottsdale, AZ",LR,PT,2017,16268923,3324804,Other Publicly-Owned or Privately Chartered Corporation,Phoenix,AZ,1110.48,3976313,500031,47,7.60537861620177,6903758.0,62514344.0,6.5811597153633,0.726788943577767,665,5.9,0.7,166824,1472,4,43,0.026,1596596
Sonoma-Marin Area Rail Transit District,Active,"Santa Rosa, CA",CR,DO,2017,289506,302205,Independent Public Agency or Authority of Transit Service,Petaluma,CA,79.39,297329,744893,2596,21.7499996094354,1800747.0,30585066.0,47.7817743817753,2.81323201567258,789,5.6,1.5,19672,644,10,16,0.025,49372
King County,Active,"Seattle--Tacoma, WA",SR,DO,2018,1685668,207850,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,2347800,2134,1.10239429047816,617795.0,13964269.0,9.89099082954802,0.437588582656251,95,8.3,4.9,403896,4783,19,38,0.214,734731
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",LR,DO,2018,38953160,8987078,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,5.17189963054286,19592787.0,210004456.0,9.62637821026598,0.898112266032977,127,8.1,2.6,218492,3517,10,44,0.109,641885
Tri-County Metropolitan Transportation District of Oregon,Active,"Portland, OR--WA",YR,PT,2018,394708,160592,Independent Public Agency or Authority of Transit Service,Portland,OR,519.3,2104238,1512100,376,7.76569244259797,74198.0,10472327.0,89.1557793650659,0.631682005091052,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Seattle,Active,"Seattle--Tacoma, WA",MG,PT,2018,2021780,209229,"City, County or Local Government Unit or Department of Transportation",Seattle,WA,982.52,3544011,753655,83,0.899999859483264,6214624.0,6327832.0,2.96388766717393,2.91086227158419,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",CR,PT,2018,4631525,2233332,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,24.736999153069,5005338.0,76112396.0,43.350336123972,2.85082451896653,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",LR,DO,2018,24470264,5429764,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,6.89964679217103,32701665.0,238812404.0,8.88844042063662,1.21713443748976,95,8.3,4.9,403896,4783,19,38,0.214,734731
Central Puget Sound Regional Transit Authority,Active,"Seattle--Tacoma, WA",SR,DO,2018,897642,75698,Independent Public Agency or Authority of Transit Service,Seattle,WA,982.52,3544011,3349000,1089,1.64057368421053,130825.0,12836006.0,33.7789631578947,0.344276315789474,95,8.3,4.9,403896,4783,19,38,0.214,734731
Alaska Railroad Corporation,Active,"Anchorage, AK",AR,DO,2018,199666,1154059,State Government Unit or Department of Transportation,Anchorage,AK,91.69,249252,352701,266,123.89750436935,36125687.0,60628460.0,268.941064790582,160.249505398476,1459,3.9,0.4,51758,750,3,12,0.015,290674
City of Portland,Active,"Portland, OR--WA",SR,PT,2018,4790325,414949,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,1.42829244214231,576373.0,23063275.0,8.86621754977313,0.221575140903249,127,8.1,2.6,218492,3517,10,44,0.109,641885
City of Portland,Active,"Portland, OR--WA",TR,PT,2018,1991447,33737,"City, County or Local Government Unit or Department of Transportation",Portland,OR,519.3,2104238,99211,11,0.640000109946291,633753.0,3600335.0,3.2986956704983,0.580656599251266,127,8.1,2.6,218492,3517,10,44,0.109,641885
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",CR,PT,2018,31605591,25029584,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,21.4119267618148,112639505.0,477756069.0,20.3345511067069,4.79423270509342,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",HR,DO,2018,160782497,23311599,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,3.27426719680125,128794748.0,377944589.0,4.49772143324364,1.53271912187322,13,9.1,7.1,732061,5983,14,68,0.306,665942
Massachusetts Bay Transportation Authority,Active,"Boston, MA--NH",LR,DO,2018,58225834,5712134,Independent Public Agency or Authority of Transit Service,Boston,MA,1655.89,4382009,3109308,3244,2.32944391603797,47726099.0,197051081.0,5.32054511351991,1.28864486067863,13,9.1,7.1,732061,5983,14,68,0.306,665942
Connecticut Department of Transportation,Active,"Hartford, CT",CR,PT,2018,597363,1380211,State Government Unit or Department of Transportation,Newington,CT,535.93,977158,448608,171,30.1349682189064,1261149.0,26905800.0,134.766863514102,6.3168943184721,629,6.0,1.1,0,2451,6,35,0.013,30458
Northern New England Passenger Rail Authority,Active,"Portland, ME",CR,PT,2018,533949,2293381,Independent Public Agency or Authority of Transit Service,Portland,ME,123.88,205356,1431087,3706,85.5557478019471,10425888.0,26372652.0,50.9837146900301,20.155367734053,395,6.8,2.2,66841,1506,9,23,0.026,68352
